0,1,2,3
2429.0,40.630615,-74.076714,3.0
2430.0,40.632904,-74.075584,3.0
2431.0,40.622368,-74.085403,3.0
2432.0,40.598213,-74.125679,3.0
2433.0,40.601345,-74.132614,3.0
2434.0,40.599335,-74.123077,3.0
2435.0,40.598488,-74.127869,3.0
2436.0,40.601147,-74.134995,3.0
2437.0,40.601574,-74.120758,3.0
2438.0,40.598698,-74.130554,3.0
2439.0,40.60096,-74.137177,3.0
2440.0,40.600803,-74.140076,3.0
2441.0,40.603798,-74.131638,3.0
2442.0,40.596844,-74.141426,3.0
2443.0,40.591385,-74.145515,3.0
2444.0,40.585655,-74.148697,3.0
2445.0,40.589149,-74.145821,3.0
2446.0,40.586864,-74.151108,3.0
2447.0,40.588757,-74.154541,3.0
2448.0,40.590233,-74.157166,3.0
2449.0,40.575935,-74.167686,3.0
2450.0,40.575645,-74.167152,3.0
2451.0,40.630619,-74.081627,3.0
2452.0,40.632534,-74.083618,3.0
2453.0,40.633972,-74.085579,3.0
2454.0,40.634705,-74.086456,3.0
2455.0,40.598827,-74.151634,3.0
2456.0,40.608772,-74.153259,3.0
2457.0,40.609505,-74.149666,3.0
2458.0,40.608685,-74.15377,3.0
2459.0,40.609783,-74.148232,3.0
2460.0,40.608719,-74.150673,3.0
2461.0,40.610188,-74.146477,3.0
2462.0,40.610565,-74.144592,3.0
2463.0,40.61095,-74.142685,3.0
2464.0,40.611511,-74.139824,3.0
2465.0,40.611839,-74.138092,3.0
2466.0,40.612213,-74.135719,3.0
2467.0,40.612427,-74.131454,3.0
2468.0,40.612976,-74.130867,3.0
2469.0,40.612453,-74.129768,3.0
2470.0,40.610554,-74.132271,3.0
2471.0,40.615627,-74.135818,3.0
2472.0,40.61554,-74.131172,3.0
2473.0,40.613468,-74.116402,3.0
2474.0,40.615852,-74.10466,3.0
2475.0,40.617664,-74.101532,3.0
2476.0,40.605824,-74.090889,3.0
2477.0,40.608818,-74.120621,3.0
2478.0,40.602009,-74.091309,3.0
2479.0,40.603485,-74.091148,3.0
2480.0,40.607445,-74.089592,3.0
2481.0,40.621979,-74.02877,3.0
2482.0,40.622646,-74.028534,3.0
2483.0,40.623009,-74.028778,1.0
2484.0,40.663357,-73.998154,3.0
2485.0,40.615665,-74.01638,1.0
2486.0,40.616993,-74.018578,1.0
2487.0,40.621841,-74.028366,1.0
2488.0,40.622589,-74.025543,1.0
2489.0,40.619282,-74.028206,1.0
2490.0,40.622814,-74.021408,1.0
2491.0,40.623508,-74.030869,1.0
2492.0,40.576977,-74.169411,3.0
2493.0,40.575634,-74.166733,3.0
2494.0,40.639114,-74.090187,3.0
2495.0,40.639763,-74.090805,3.0
2496.0,40.639503,-74.092201,3.0
2497.0,40.536564,-74.237381,3.0
2498.0,40.538284,-74.237144,3.0
2499.0,40.539974,-74.237503,3.0
2500.0,40.541264,-74.237442,3.0
2501.0,40.542469,-74.236404,3.0
2502.0,40.545387,-74.230522,3.0
2503.0,40.547932,-74.226166,3.0
2504.0,40.624809,-74.144669,3.0
2505.0,40.62936,-74.1408,3.0
2506.0,40.628368,-74.141823,3.0
2507.0,40.639328,-74.171188,3.0
2508.0,40.640736,-74.170296,3.0
2509.0,40.640606,-74.167274,3.0
2510.0,40.639812,-74.164742,3.0
2511.0,40.638275,-74.162529,3.0
2512.0,40.627113,-74.165573,3.0
2513.0,40.62558,-74.176308,3.0
2514.0,40.625278,-74.15094,3.0
2515.0,40.624783,-74.142998,3.0
2516.0,40.62455,-74.141418,3.0
2517.0,40.626308,-74.133011,3.0
2518.0,40.625423,-74.135132,3.0
2519.0,40.62426,-74.139168,3.0
2520.0,40.624172,-74.137474,3.0
2521.0,40.626839,-74.12513,3.0
2522.0,40.622017,-74.124222,3.0
2523.0,40.621006,-74.12336,3.0
2524.0,40.593266,-74.134186,3.0
2525.0,40.576233,-74.126831,3.0
2526.0,40.574684,-74.12957,3.0
2527.0,40.575771,-74.124207,3.0
2528.0,40.57476,-74.128693,3.0
2529.0,40.574024,-74.131294,3.0
2530.0,40.575161,-74.121277,3.0
2531.0,40.575111,-74.121307,3.0
2532.0,40.576214,-74.126991,3.0
2533.0,40.573669,-74.131989,3.0
2534.0,40.574139,-74.119507,3.0
2535.0,40.574177,-74.121689,3.0
2536.0,40.575928,-74.119377,3.0
2537.0,40.574081,-74.119385,3.0
2538.0,40.573154,-74.117668,3.0
2539.0,40.574127,-74.116524,3.0
2540.0,40.572643,-74.113708,3.0
2541.0,40.574146,-74.116554,3.0
2542.0,40.575829,-74.120026,3.0
2543.0,40.571468,-74.111488,3.0
2544.0,40.573116,-74.117584,3.0
2545.0,40.577946,-74.117218,3.0
2546.0,40.576797,-74.118225,3.0
2547.0,40.569096,-74.106895,3.0
2548.0,40.57185,-74.121513,3.0
2549.0,40.570244,-74.123108,3.0
2550.0,40.577465,-74.127159,3.0
2551.0,40.580402,-74.113693,3.0
2552.0,40.578968,-74.11515,3.0
2553.0,40.575165,-74.118782,3.0
2554.0,40.568897,-74.125137,3.0
2555.0,40.568764,-74.125305,3.0
2556.0,40.566154,-74.128922,3.0
2557.0,40.565067,-74.129669,3.0
2558.0,40.5653,-74.134399,3.0
2559.0,40.564453,-74.126907,3.0
2560.0,40.56731,-74.133514,3.0
2561.0,40.563305,-74.124985,3.0
2562.0,40.629326,-74.166306,3.0
2563.0,40.627514,-74.167763,3.0
2564.0,40.632065,-74.166267,3.0
2565.0,40.632053,-74.166229,3.0
2566.0,40.627476,-74.171761,3.0
2567.0,40.636116,-74.1661,3.0
2568.0,40.635906,-74.166557,3.0
2569.0,40.635948,-74.168564,3.0
2570.0,40.64011,-74.165756,3.0
2571.0,40.636002,-74.171074,3.0
2572.0,40.637627,-74.17115,3.0
2573.0,40.536285,-74.237366,3.0
2574.0,40.53796,-74.237373,3.0
2575.0,40.539509,-74.237587,3.0
2576.0,40.541256,-74.237602,3.0
2577.0,40.54237,-74.236893,3.0
2578.0,40.54525,-74.230927,3.0
2579.0,40.547989,-74.226318,3.0
2580.0,40.531376,-74.217773,3.0
2581.0,40.760429,-73.967674,3.0
2582.0,40.760811,-73.968689,3.0
2583.0,40.758064,-73.971336,3.0
2584.0,40.760143,-73.969833,3.0
2585.0,40.761185,-73.969505,4.0
2586.0,40.754105,-73.974228,3.0
2587.0,40.761898,-73.971207,3.0
2588.0,40.750881,-73.97657,3.0
2589.0,40.74593,-73.980186,3.0
2590.0,40.60569,-74.131851,3.0
2591.0,40.646622,-74.089233,3.0
2592.0,40.644821,-74.096443,3.0
2593.0,40.645588,-74.092766,3.0
2594.0,40.647396,-74.087852,3.0
2595.0,40.641453,-74.116264,3.0
2596.0,40.644714,-74.098404,3.0
2597.0,40.644493,-74.095955,3.0
2598.0,40.648422,-74.084579,3.0
2599.0,40.64027,-74.130783,3.0
2600.0,40.638283,-74.115288,3.0
2601.0,40.640209,-74.118019,3.0
2602.0,40.642807,-74.114182,3.0
2603.0,40.640636,-74.11795,3.0
2604.0,40.645184,-74.101845,3.0
2605.0,40.640324,-74.13488,3.0
2606.0,40.637707,-74.128647,3.0
2607.0,40.637951,-74.117538,3.0
2608.0,40.644711,-74.110733,3.0
2609.0,40.64056,-74.12059,3.0
2610.0,40.640278,-74.136551,3.0
2611.0,40.637257,-74.126701,3.0
2612.0,40.63979,-74.139595,3.0
2613.0,40.639011,-74.14257,3.0
2614.0,40.637985,-74.14476,3.0
2615.0,40.637634,-74.146965,3.0
2616.0,40.637405,-74.148476,3.0
2617.0,40.637039,-74.151108,3.0
2618.0,40.636917,-74.152809,3.0
2619.0,40.636837,-74.154671,3.0
2620.0,40.636864,-74.157715,3.0
2621.0,40.637146,-74.160065,3.0
2622.0,40.626469,-74.174866,3.0
2623.0,40.627537,-74.18042,3.0
2624.0,40.633842,-74.125397,3.0
2625.0,40.634048,-74.122726,3.0
2626.0,40.63364,-74.129646,3.0
2627.0,40.634499,-74.117325,3.0
2628.0,40.634232,-74.12027,3.0
2629.0,40.633743,-74.125862,3.0
2630.0,40.634335,-74.118988,3.0
2631.0,40.635937,-74.135063,3.0
2632.0,40.631096,-74.130692,3.0
2633.0,40.634708,-74.114632,3.0
2634.0,40.63686,-74.117439,3.0
2635.0,40.634697,-74.112427,3.0
2636.0,40.634678,-74.110832,3.0
2637.0,40.750832,-73.990471,3.0
2638.0,40.630337,-74.186562,3.0
2639.0,40.751118,-73.991112,3.0
2640.0,40.679867,-74.003952,3.0
2641.0,40.707256,-74.015823,3.0
2642.0,40.704605,-74.015129,3.0
2643.0,40.76321,-73.974319,3.0
2644.0,40.759525,-73.976601,1.0
2645.0,40.620945,-74.110313,3.0
2646.0,40.622375,-74.112389,3.0
2647.0,40.623287,-74.113602,3.0
2648.0,40.624187,-74.113792,3.0
2649.0,40.623917,-74.118256,3.0
2650.0,40.613735,-74.112946,3.0
2651.0,40.61412,-74.111031,3.0
2652.0,40.614861,-74.107559,3.0
2653.0,40.61982,-74.099365,3.0
2654.0,40.620934,-74.098007,3.0
2655.0,40.620068,-74.094475,3.0
2656.0,40.622211,-74.096436,3.0
2657.0,40.619598,-74.090469,3.0
2658.0,40.567421,-74.103569,3.0
2659.0,40.590107,-74.06707,3.0
2660.0,40.583065,-74.073944,3.0
2661.0,40.595703,-74.062607,3.0
2662.0,40.592148,-74.064667,3.0
2663.0,40.592484,-74.068245,3.0
2664.0,40.584152,-74.072708,3.0
2665.0,40.600388,-74.059639,3.0
2666.0,40.582317,-74.074707,3.0
2667.0,40.579468,-74.077705,3.0
2668.0,40.583702,-74.07328,3.0
2669.0,40.592861,-74.063614,3.0
2670.0,40.59277,-74.070045,3.0
2671.0,40.601048,-74.057755,3.0
2672.0,40.605839,-74.063965,3.0
2673.0,40.598179,-74.066254,3.0
2674.0,40.607471,-74.061348,3.0
2675.0,40.609066,-74.062523,3.0
2676.0,40.604362,-74.059052,3.0
2677.0,40.617252,-74.068565,3.0
2678.0,40.618717,-74.069633,3.0
2679.0,40.620155,-74.070847,3.0
2680.0,40.507729,-74.251495,3.0
2681.0,40.508999,-74.247231,3.0
2682.0,40.510422,-74.242844,3.0
2683.0,40.512039,-74.239632,3.0
2684.0,40.516739,-74.232498,3.0
2685.0,40.519081,-74.229485,3.0
2686.0,40.52124,-74.217308,3.0
2687.0,40.528774,-74.217102,3.0
2688.0,40.60537,-74.131691,3.0
2689.0,40.601318,-74.131477,3.0
2690.0,40.60107,-74.13414,3.0
2691.0,40.599129,-74.130875,3.0
2692.0,40.608433,-74.132011,3.0
2693.0,40.600689,-74.139305,3.0
2694.0,40.60091,-74.135986,3.0
2695.0,40.60746,-74.136749,3.0
2696.0,40.608166,-74.126854,3.0
2697.0,40.616287,-74.139297,3.0
2698.0,40.616516,-74.141098,3.0
2699.0,40.616711,-74.142662,3.0
2700.0,40.617031,-74.144974,3.0
2701.0,40.617065,-74.145325,3.0
2702.0,40.619133,-74.144699,3.0
2703.0,40.617207,-74.148743,3.0
2704.0,40.620277,-74.144554,3.0
2705.0,40.622814,-74.144211,3.0
2706.0,40.624863,-74.143936,3.0
2707.0,40.624992,-74.141014,3.0
2708.0,40.626244,-74.139542,3.0
2709.0,40.62743,-74.138054,3.0
2710.0,40.628807,-74.136452,3.0
2711.0,40.630573,-74.134239,3.0
2712.0,40.632404,-74.133087,3.0
2713.0,40.630947,-74.130386,3.0
2714.0,40.631203,-74.127831,3.0
2715.0,40.631779,-74.124794,3.0
2716.0,40.630417,-74.139534,3.0
2717.0,40.633698,-74.129776,3.0
2718.0,40.590076,-74.066795,3.0
2719.0,40.592377,-74.06398,3.0
2720.0,40.58358,-74.073128,3.0
2721.0,40.582985,-74.073799,3.0
2722.0,40.584103,-74.072609,3.0
2723.0,40.590435,-74.066437,3.0
2724.0,40.599129,-74.062973,3.0
2725.0,40.60014,-74.05986,3.0
2726.0,40.605125,-74.065071,3.0
2727.0,40.598015,-74.066383,3.0
2728.0,40.606007,-74.063171,3.0
2729.0,40.607704,-74.061256,3.0
2730.0,40.608768,-74.062119,3.0
2731.0,40.605549,-74.059746,3.0
2732.0,40.610378,-74.063347,3.0
2733.0,40.604248,-74.058784,3.0
2734.0,40.611504,-74.064133,3.0
2735.0,40.613998,-74.065903,3.0
2736.0,40.615864,-74.06736,3.0
2737.0,40.618443,-74.069244,3.0
2738.0,40.621414,-74.071617,3.0
2739.0,40.62286,-74.072746,3.0
2740.0,40.625908,-74.075119,3.0
2741.0,40.621601,-74.074036,3.0
2742.0,40.627083,-74.075821,3.0
2743.0,40.619965,-74.077179,3.0
2744.0,40.628479,-74.076385,3.0
2745.0,40.629791,-74.076622,3.0
2746.0,40.586792,-74.199142,3.0
2747.0,40.587631,-74.197731,3.0
2748.0,40.587334,-74.197815,3.0
2749.0,40.588543,-74.195862,3.0
2750.0,40.58873,-74.195709,3.0
2751.0,40.586575,-74.199394,3.0
2752.0,40.590881,-74.191963,3.0
2753.0,40.590588,-74.192848,3.0
2754.0,40.591759,-74.19075,3.0
2755.0,40.595154,-74.184906,3.0
2756.0,40.593185,-74.188217,3.0
2757.0,40.597248,-74.181931,3.0
2758.0,40.594215,-74.186508,3.0
2759.0,40.599537,-74.178719,3.0
2760.0,40.598392,-74.180344,3.0
2761.0,40.603367,-74.173683,3.0
2762.0,40.600639,-74.177162,3.0
2763.0,40.605587,-74.169624,3.0
2764.0,40.602402,-74.174767,3.0
2765.0,40.606705,-74.166283,3.0
2766.0,40.608124,-74.141312,3.0
2767.0,40.608318,-74.137512,3.0
2768.0,40.60862,-74.132355,3.0
2769.0,40.608971,-74.12767,3.0
2770.0,40.706589,-74.012749,3.0
2771.0,40.672016,-73.998924,3.0
2772.0,40.707233,-74.012207,3.0
2773.0,40.702988,-74.011719,3.0
2774.0,40.706646,-74.002312,3.0
2775.0,40.71233,-74.007957,3.0
2776.0,40.715824,-74.015198,3.0
2777.0,40.729061,-74.009499,3.0
2778.0,40.63345,-74.01622,3.0
2779.0,40.705261,-74.013969,3.0
2780.0,40.704208,-74.014191,3.0
2781.0,40.636982,-74.019661,3.0
2782.0,40.709282,-74.010536,3.0
2783.0,40.709415,-74.010422,3.0
2784.0,40.659512,-74.002472,3.0
2785.0,40.704266,-74.016739,1.0
2786.0,40.639313,-74.026901,1.0
2787.0,40.709999,-74.009911,3.0
2788.0,40.703896,-74.009445,3.0
2789.0,40.711346,-74.00872,3.0
2790.0,40.713764,-74.006752,3.0
2791.0,40.716103,-74.004768,3.0
2792.0,40.721703,-74.000015,3.0
2793.0,40.718109,-74.003067,3.0
2794.0,40.714825,-74.005875,3.0
2795.0,40.725124,-73.997139,3.0
2796.0,40.718582,-74.00267,1.0
2797.0,40.729679,-73.993279,3.0
2798.0,40.715832,-74.00502,3.0
2799.0,40.712143,-74.008118,3.0
2800.0,40.632027,-74.122719,3.0
2801.0,40.632687,-74.11692,3.0
2802.0,40.632282,-74.120651,3.0
2803.0,40.632454,-74.11908,3.0
2804.0,40.63306,-74.114052,3.0
2805.0,40.637634,-74.112335,3.0
2806.0,40.633366,-74.112053,3.0
2807.0,40.634872,-74.11235,3.0
2808.0,40.637833,-74.110466,3.0
2809.0,40.639301,-74.103706,3.0
2810.0,40.639957,-74.10099,3.0
2811.0,40.643505,-74.095673,3.0
2812.0,40.647438,-74.08075,3.0
2813.0,40.646381,-74.078392,3.0
2814.0,40.59713,-74.133156,3.0
2815.0,40.607891,-74.132179,3.0
2816.0,40.616077,-74.138596,3.0
2817.0,40.616322,-74.140465,3.0
2818.0,40.616493,-74.142052,3.0
2819.0,40.617054,-74.145203,3.0
2820.0,40.616894,-74.145012,3.0
2821.0,40.619179,-74.144943,3.0
2822.0,40.617107,-74.148376,3.0
2823.0,40.620785,-74.144653,3.0
2824.0,40.622635,-74.144409,3.0
2825.0,40.624683,-74.144142,3.0
2826.0,40.624702,-74.141663,3.0
2827.0,40.625919,-74.140175,3.0
2828.0,40.627544,-74.138199,3.0
2829.0,40.628544,-74.137093,3.0
2830.0,40.630524,-74.134743,3.0
2831.0,40.63213,-74.13298,3.0
2832.0,40.630936,-74.130821,3.0
2833.0,40.631634,-74.125092,3.0
2834.0,40.631096,-74.127731,3.0
2835.0,40.638744,-74.132957,3.0
2836.0,40.629726,-74.140602,3.0
2837.0,40.640045,-74.13063,3.0
2838.0,40.639847,-74.130692,3.0
2839.0,40.640167,-74.130966,3.0
2840.0,40.627705,-74.180664,3.0
2841.0,40.629345,-74.1838,3.0
2842.0,40.624847,-74.178787,3.0
2843.0,40.639542,-74.164413,3.0
2844.0,40.637909,-74.162086,3.0
2845.0,40.63699,-74.159935,3.0
2846.0,40.636776,-74.157555,3.0
2847.0,40.636837,-74.152473,3.0
2848.0,40.636749,-74.154884,3.0
2849.0,40.637016,-74.1502,3.0
2850.0,40.637272,-74.14872,3.0
2851.0,40.637569,-74.146751,3.0
2852.0,40.637856,-74.144928,3.0
2853.0,40.638954,-74.142357,3.0
2854.0,40.639618,-74.139389,3.0
2855.0,40.640133,-74.136787,3.0
2856.0,40.640224,-74.134743,3.0
2857.0,40.64027,-74.133301,3.0
2858.0,40.639729,-74.130142,3.0
2859.0,40.638977,-74.12944,3.0
2860.0,40.640701,-74.117195,3.0
2861.0,40.642715,-74.11396,3.0
2862.0,40.63765,-74.128853,3.0
2863.0,40.640152,-74.120697,3.0
2864.0,40.644474,-74.110947,3.0
2865.0,40.645035,-74.101929,3.0
2866.0,40.592163,-74.189644,3.0
2867.0,40.594921,-74.185043,3.0
2868.0,40.59314,-74.18811,3.0
2869.0,40.597298,-74.181656,3.0
2870.0,40.595993,-74.18351,3.0
2871.0,40.599628,-74.178398,3.0
2872.0,40.598347,-74.180199,3.0
2873.0,40.603668,-74.17305,3.0
2874.0,40.600819,-74.176727,3.0
2875.0,40.604836,-74.170609,3.0
2876.0,40.602177,-74.174873,3.0
2877.0,40.606133,-74.167984,3.0
2878.0,40.607594,-74.147018,3.0
2879.0,40.607262,-74.14045,3.0
2880.0,40.707874,-74.012756,3.0
2881.0,40.708862,-73.996208,3.0
2882.0,40.715046,-74.007713,3.0
2883.0,40.713448,-74.013527,3.0
2884.0,40.711735,-74.0103,3.0
2885.0,40.710205,-74.011223,3.0
2886.0,40.710014,-74.01136,3.0
2887.0,40.71056,-74.010986,3.0
2888.0,40.64045,-74.021469,3.0
2889.0,40.704552,-74.014816,3.0
2890.0,40.710907,-74.01078,3.0
2891.0,40.713425,-74.00901,3.0
2892.0,40.712536,-74.007858,3.0
2893.0,40.713596,-74.006859,3.0
2894.0,40.70723,-74.013275,1.0
2895.0,40.713146,-74.009247,3.0
2896.0,40.714607,-74.015907,3.0
2897.0,40.71637,-74.006676,3.0
2898.0,40.711479,-74.007477,3.0
2899.0,40.716633,-74.00647,3.0
2900.0,40.716454,-74.005081,3.0
2901.0,40.720142,-74.003754,3.0
2902.0,40.716915,-74.006104,3.0
2903.0,40.716995,-74.006248,4.0
2904.0,40.733006,-73.99984,3.0
2905.0,40.721073,-74.005157,1.0
2906.0,40.716377,-74.004883,3.0
2907.0,40.719833,-74.005188,3.0
2908.0,40.727024,-74.003349,3.0
2909.0,40.737453,-73.996674,3.0
2910.0,40.725624,-74.003876,2.0
2911.0,40.609844,-74.103912,3.0
2912.0,40.616482,-74.094307,3.0
2913.0,40.618084,-74.093925,3.0
2914.0,40.618507,-74.091049,3.0
2915.0,40.516197,-74.232887,3.0
2916.0,40.530067,-74.212082,3.0
2917.0,40.573196,-74.134987,3.0
2918.0,40.57299,-74.136734,3.0
2919.0,40.57283,-74.138458,3.0
2920.0,40.572739,-74.134476,3.0
2921.0,40.572418,-74.141541,3.0
2922.0,40.57246,-74.14122,3.0
2923.0,40.569942,-74.133987,3.0
2924.0,40.572037,-74.146706,3.0
2925.0,40.572094,-74.144348,3.0
2926.0,40.571815,-74.147224,3.0
2927.0,40.570946,-74.147926,3.0
2928.0,40.568676,-74.150795,3.0
2929.0,40.566708,-74.153137,3.0
2930.0,40.565163,-74.155106,3.0
2931.0,40.564266,-74.155609,3.0
2932.0,40.563366,-74.155739,3.0
2933.0,40.562862,-74.156967,3.0
2934.0,40.561195,-74.154861,3.0
2935.0,40.559074,-74.153854,3.0
2936.0,40.557034,-74.152946,3.0
2937.0,40.555302,-74.152176,3.0
2938.0,40.556503,-74.155907,3.0
2939.0,40.552998,-74.151154,3.0
2940.0,40.555779,-74.160744,3.0
2941.0,40.551678,-74.15065,3.0
2942.0,40.582275,-74.109924,3.0
2943.0,40.580482,-74.11335,3.0
2944.0,40.634979,-74.140648,3.0
2945.0,40.636066,-74.140182,3.0
2946.0,40.633423,-74.141754,3.0
2947.0,40.635983,-74.137924,3.0
2948.0,40.633949,-74.143829,3.0
2949.0,40.62915,-74.130478,3.0
2950.0,40.555756,-74.194641,3.0
2951.0,40.554943,-74.193756,3.0
2952.0,40.551792,-74.190514,3.0
2953.0,40.549656,-74.18808,3.0
2954.0,40.549683,-74.186844,3.0
2955.0,40.547741,-74.190323,3.0
2956.0,40.548496,-74.184494,3.0
2957.0,40.546131,-74.192902,3.0
2958.0,40.543461,-74.197227,3.0
2959.0,40.542049,-74.196922,3.0
2960.0,40.546448,-74.199089,3.0
2961.0,40.539886,-74.195923,3.0
2962.0,40.588936,-74.160271,3.0
2963.0,40.590687,-74.158607,3.0
2964.0,40.752972,-73.979004,1.0
2965.0,40.760246,-73.973732,1.0
2966.0,40.729687,-73.972351,3.0
2967.0,40.710827,-73.982468,3.0
2968.0,40.634945,-74.016647,1.0
2969.0,40.705086,-74.015984,2.0
2970.0,40.638126,-74.024872,1.0
2971.0,40.707119,-74.012306,3.0
2972.0,40.709656,-74.010223,4.0
2973.0,40.708958,-74.010872,3.0
2974.0,40.710522,-74.009476,3.0
2975.0,40.709236,-74.010567,3.0
2976.0,40.720257,-74.012421,3.0
2977.0,40.725628,-73.996918,3.0
2978.0,40.634762,-74.105026,3.0
2979.0,40.634777,-74.108559,3.0
2980.0,40.634644,-74.102074,3.0
2981.0,40.634792,-74.111839,3.0
2982.0,40.615562,-74.173157,3.0
2983.0,40.612026,-74.175957,3.0
2984.0,40.610504,-74.177269,3.0
2985.0,40.606625,-74.177933,3.0
2986.0,40.607666,-74.179489,3.0
2987.0,40.604549,-74.178421,3.0
2988.0,40.602409,-74.184563,3.0
2989.0,40.606796,-74.177757,3.0
2990.0,40.602875,-74.058022,3.0
2991.0,40.581493,-74.07547,3.0
2992.0,40.579903,-74.077263,3.0
2993.0,40.57803,-74.079247,3.0
2994.0,40.576996,-74.081032,3.0
2995.0,40.580173,-74.079285,3.0
2996.0,40.581165,-74.081375,3.0
2997.0,40.576309,-74.082329,3.0
2998.0,40.574825,-74.084877,3.0
2999.0,40.574017,-74.086266,3.0
3000.0,40.571201,-74.090897,3.0
3001.0,40.57122,-74.090042,3.0
3002.0,40.572338,-74.092964,3.0
3003.0,40.579556,-74.108833,3.0
3004.0,40.580952,-74.111443,3.0
3005.0,40.634045,-74.097664,3.0
3006.0,40.634228,-74.099762,3.0
3007.0,40.633236,-74.095413,3.0
3008.0,40.601971,-74.19133,3.0
3009.0,40.639839,-74.117943,3.0
3010.0,40.638157,-74.11776,3.0
3011.0,40.628284,-74.125359,3.0
3012.0,40.620678,-74.123711,3.0
3013.0,40.619297,-74.123512,3.0
3014.0,40.617558,-74.123734,3.0
3015.0,40.61607,-74.123398,3.0
3016.0,40.614658,-74.122719,3.0
3017.0,40.613197,-74.122643,3.0
3018.0,40.609989,-74.121475,3.0
3019.0,40.608528,-74.121208,3.0
3020.0,40.606468,-74.12101,3.0
3021.0,40.604286,-74.120941,3.0
3022.0,40.602711,-74.120827,3.0
3023.0,40.594673,-74.135086,3.0
3024.0,40.593048,-74.134331,3.0
3025.0,40.591419,-74.132454,3.0
3026.0,40.592384,-74.130791,3.0
3027.0,40.742393,-73.982758,3.0
3028.0,40.739208,-73.984299,4.0
3029.0,40.738567,-73.982773,4.0
3030.0,40.736874,-73.978706,3.0
3031.0,40.737625,-73.980553,3.0
3032.0,40.739906,-73.985954,3.0
3033.0,40.736679,-73.978127,1.0
3034.0,40.734917,-73.975151,3.0
3035.0,40.741108,-73.988831,4.0
3036.0,40.709148,-73.999954,3.0
3037.0,40.564049,-74.110535,3.0
3038.0,40.565525,-74.112297,3.0
3039.0,40.56263,-74.111542,3.0
3040.0,40.563705,-74.108833,3.0
3041.0,40.56023,-74.113152,3.0
3042.0,40.562767,-74.106956,3.0
3043.0,40.55788,-74.113319,3.0
3044.0,40.639294,-74.023529,1.0
3045.0,40.702805,-74.016762,1.0
3046.0,40.637424,-74.025269,1.0
3047.0,40.711445,-73.978462,1.0
3048.0,40.62257,-74.096336,3.0
3049.0,40.589783,-74.156715,3.0
3050.0,40.588543,-74.154518,3.0
3051.0,40.586403,-74.150574,3.0
3052.0,40.585621,-74.14901,3.0
3053.0,40.589035,-74.145737,3.0
3054.0,40.594528,-74.142914,3.0
3055.0,40.596855,-74.141167,3.0
3056.0,40.59848,-74.139969,3.0
3057.0,40.737091,-73.978867,4.0
3058.0,40.739029,-73.983459,3.0
3059.0,40.738312,-73.981712,3.0
3060.0,40.740559,-73.986969,3.0
3061.0,40.740196,-73.986221,1.0
3062.0,40.742256,-73.986893,1.0
3063.0,40.620899,-74.098289,3.0
3064.0,40.619038,-74.096313,3.0
3065.0,40.619759,-74.094467,3.0
3066.0,40.536831,-74.194176,3.0
3067.0,40.535931,-74.193619,3.0
3068.0,40.536537,-74.191818,3.0
3069.0,40.539246,-74.188019,3.0
3070.0,40.541832,-74.186028,3.0
3071.0,40.545284,-74.182816,3.0
3072.0,40.546947,-74.181442,3.0
3073.0,40.602039,-74.190697,3.0
3074.0,40.602478,-74.184128,3.0
3075.0,40.608227,-74.178787,3.0
3076.0,40.60688,-74.1782,3.0
3077.0,40.610626,-74.176613,3.0
3078.0,40.607052,-74.178001,3.0
3079.0,40.604706,-74.178581,3.0
3080.0,40.612965,-74.174736,3.0
3081.0,40.616077,-74.172348,3.0
3082.0,40.621643,-74.16832,3.0
3083.0,40.624199,-74.167229,3.0
3084.0,40.627571,-74.165352,3.0
3085.0,40.630585,-74.165237,3.0
3086.0,40.632008,-74.165169,3.0
3087.0,40.631561,-74.161324,3.0
3088.0,40.631329,-74.158333,3.0
3089.0,40.632412,-74.156601,3.0
3090.0,40.631207,-74.155495,3.0
3091.0,40.631863,-74.153831,3.0
3092.0,40.631687,-74.151794,3.0
3093.0,40.631088,-74.147141,3.0
3094.0,40.632599,-74.146286,3.0
3095.0,40.634388,-74.145691,3.0
3096.0,40.561607,-74.1772,3.0
3097.0,40.563374,-74.177101,3.0
3098.0,40.628635,-74.141869,3.0
3099.0,40.746536,-73.990013,3.0
3100.0,40.726002,-74.010742,3.0
3101.0,40.749882,-73.987534,3.0
3102.0,40.742973,-73.992554,3.0
3103.0,40.744694,-73.991409,3.0
3104.0,40.755108,-73.983788,3.0
3105.0,40.754307,-73.984398,3.0
3106.0,40.759773,-73.980385,3.0
3107.0,40.761982,-73.97876,3.0
3108.0,40.761028,-73.979469,3.0
3109.0,40.7644,-73.976997,3.0
3110.0,40.766006,-73.976807,3.0
3111.0,40.729401,-73.993515,3.0
3112.0,40.715488,-74.00531,1.0
3113.0,40.734707,-73.990936,3.0
3114.0,40.734566,-73.990898,3.0
3115.0,40.74456,-73.987488,3.0
3116.0,40.744244,-73.98774,3.0
3117.0,40.744396,-73.987625,3.0
3118.0,40.742359,-73.99176,3.0
3119.0,40.745651,-73.98671,1.0
3120.0,40.749477,-73.983925,3.0
3121.0,40.741528,-73.989777,3.0
3122.0,40.737724,-73.996422,1.0
3123.0,40.748924,-73.984299,1.0
3124.0,40.536819,-74.194374,3.0
3125.0,40.534519,-74.193214,3.0
3126.0,40.534412,-74.192451,3.0
3127.0,40.53944,-74.186447,3.0
