0,1,2,3
267.0,40.730709,-73.992836,2.0
268.0,40.731419,-73.994499,2.0
269.0,40.731998,-73.995926,2.0
270.0,40.733223,-73.99575,2.0
271.0,40.73447,-73.99485,2.0
272.0,40.735714,-73.99395,2.0
273.0,40.737671,-73.992523,2.0
274.0,40.739407,-73.991257,2.0
275.0,40.741241,-73.990059,2.0
276.0,40.743153,-73.988541,4.0
277.0,40.745071,-73.987137,2.0
278.0,40.746262,-73.986267,2.0
279.0,40.747509,-73.985359,4.0
280.0,40.749237,-73.9841,2.0
281.0,40.750927,-73.982811,4.0
282.0,40.752827,-73.981461,4.0
283.0,40.750572,-73.983559,4.0
284.0,40.754871,-73.979965,4.0
285.0,40.752178,-73.987389,4.0
286.0,40.756157,-73.97905,4.0
287.0,40.75803,-73.977676,4.0
288.0,40.759926,-73.976303,4.0
289.0,40.761799,-73.974937,4.0
290.0,40.76445,-73.973015,2.0
291.0,40.763496,-73.973709,4.0
292.0,40.766083,-73.971779,4.0
293.0,40.764442,-73.971298,4.0
294.0,40.767365,-73.970863,2.0
295.0,40.776253,-73.964386,2.0
296.0,40.778538,-73.962677,2.0
297.0,40.780434,-73.961319,2.0
298.0,40.782188,-73.960052,2.0
299.0,40.784,-73.958748,2.0
300.0,40.785461,-73.957657,2.0
301.0,40.78656,-73.956863,2.0
302.0,40.788216,-73.955635,2.0
303.0,40.789192,-73.954872,2.0
304.0,40.791569,-73.953178,2.0
305.0,40.793072,-73.952095,2.0
306.0,40.794178,-73.951286,2.0
307.0,40.795513,-73.950317,2.0
308.0,40.796535,-73.94957,2.0
309.0,40.797874,-73.948639,2.0
310.0,40.800354,-73.946815,2.0
311.0,40.801693,-73.945839,2.0
312.0,40.803219,-73.944672,2.0
313.0,40.804607,-73.945763,2.0
314.0,40.80619,-73.944603,2.0
315.0,40.806137,-73.942558,2.0
316.0,40.808075,-73.941139,2.0
317.0,40.809345,-73.940208,2.0
318.0,40.810619,-73.939285,2.0
319.0,40.812366,-73.938042,2.0
320.0,40.813793,-73.937004,2.0
321.0,40.815201,-73.935982,2.0
322.0,40.81638,-73.938744,2.0
323.0,40.818249,-73.938004,2.0
324.0,40.820152,-73.936607,2.0
325.0,40.821056,-73.935829,2.0
326.0,40.738514,-73.793098,4.0
327.0,40.736027,-73.793266,4.0
328.0,40.739834,-73.791695,4.0
329.0,40.740864,-73.792938,4.0
330.0,40.734161,-73.793388,4.0
331.0,40.740452,-73.789452,4.0
332.0,40.742443,-73.792839,4.0
333.0,40.732784,-73.79348,4.0
334.0,40.73093,-73.793976,4.0
335.0,40.729694,-73.793518,4.0
336.0,40.728107,-73.792847,4.0
337.0,40.726807,-73.792297,4.0
338.0,40.725914,-73.791924,4.0
339.0,40.724979,-73.791527,4.0
340.0,40.723064,-73.790504,4.0
341.0,40.721077,-73.790428,4.0
342.0,40.719883,-73.790565,4.0
343.0,40.718475,-73.791672,4.0
344.0,40.715931,-73.792633,4.0
345.0,40.714058,-73.793678,4.0
346.0,40.712666,-73.79332,4.0
347.0,40.710529,-73.793045,4.0
348.0,40.709278,-73.792274,4.0
349.0,40.706989,-73.790947,4.0
350.0,40.705936,-73.793854,4.0
351.0,40.704224,-73.798172,4.0
352.0,40.703278,-73.800682,4.0
353.0,40.705578,-73.794777,1.0
354.0,40.702229,-73.804329,4.0
355.0,40.706787,-73.791458,1.0
356.0,40.704529,-73.792351,1.0
357.0,40.701824,-73.808601,4.0
358.0,40.701862,-73.8088,4.0
359.0,40.701828,-73.808846,1.0
360.0,40.7005,-73.807838,0.0
361.0,40.702312,-73.811432,4.0
362.0,40.702587,-73.814247,1.0
363.0,40.733963,-73.825188,4.0
364.0,40.737282,-73.824905,4.0
365.0,40.732304,-73.824501,4.0
366.0,40.74012,-73.82489,0.0
367.0,40.729939,-73.82328,4.0
368.0,40.741287,-73.825066,4.0
369.0,40.743034,-73.825447,4.0
370.0,40.742958,-73.825417,4.0
371.0,40.744846,-73.825745,4.0
372.0,40.746834,-73.826065,4.0
373.0,40.751404,-73.825844,4.0
374.0,40.7528,-73.826958,4.0
375.0,40.758125,-73.829308,4.0
376.0,40.754608,-73.82785,4.0
377.0,40.757015,-73.828812,4.0
378.0,40.760277,-73.830406,4.0
379.0,40.75573,-73.8283,4.0
380.0,40.760727,-73.830612,4.0
381.0,40.762703,-73.831673,4.0
382.0,40.765247,-73.827797,4.0
383.0,40.767864,-73.826813,4.0
384.0,40.759628,-73.829964,4.0
385.0,40.770008,-73.826485,4.0
386.0,40.760906,-73.827316,4.0
387.0,40.760971,-73.827057,4.0
388.0,40.763874,-73.827728,4.0
389.0,40.761009,-73.827042,4.0
390.0,40.773037,-73.826393,4.0
391.0,40.770424,-73.824234,4.0
392.0,40.774849,-73.826057,4.0
393.0,40.770824,-73.821457,4.0
394.0,40.776527,-73.824707,4.0
395.0,40.778389,-73.823723,4.0
396.0,40.780811,-73.822708,4.0
397.0,40.782021,-73.821899,4.0
398.0,40.781773,-73.826126,4.0
399.0,40.784317,-73.821251,4.0
400.0,40.782059,-73.822052,4.0
401.0,40.781769,-73.828201,4.0
402.0,40.786781,-73.822243,4.0
403.0,40.78669,-73.826828,4.0
404.0,40.78664,-73.827675,4.0
405.0,40.78635,-73.830345,4.0
406.0,40.786167,-73.833153,4.0
407.0,40.786362,-73.836174,4.0
408.0,40.785809,-73.838699,4.0
409.0,40.785339,-73.840607,4.0
410.0,40.785374,-73.843796,4.0
411.0,40.785446,-73.845619,4.0
412.0,40.784149,-73.845505,4.0
413.0,40.78352,-73.845764,4.0
414.0,40.781979,-73.845856,4.0
415.0,40.791431,-73.781059,4.0
416.0,40.788883,-73.783112,4.0
417.0,40.788853,-73.785057,4.0
418.0,40.788895,-73.787788,4.0
419.0,40.787262,-73.791847,4.0
420.0,40.785934,-73.794907,4.0
421.0,40.784451,-73.797478,4.0
422.0,40.782742,-73.799789,4.0
423.0,40.782013,-73.800621,4.0
424.0,40.779736,-73.80246,4.0
425.0,40.778587,-73.801704,4.0
426.0,40.777054,-73.80043,4.0
427.0,40.775703,-73.799171,4.0
428.0,40.774166,-73.797806,4.0
429.0,40.77319,-73.796196,4.0
430.0,40.772587,-73.795296,4.0
431.0,40.771721,-73.794518,4.0
432.0,40.77058,-73.793983,4.0
433.0,40.770733,-73.79586,4.0
434.0,40.770916,-73.798233,4.0
435.0,40.771061,-73.800095,4.0
436.0,40.771214,-73.801979,4.0
437.0,40.771187,-73.803841,4.0
438.0,40.771191,-73.805748,4.0
439.0,40.771431,-73.807594,4.0
440.0,40.771656,-73.810516,4.0
441.0,40.771629,-73.813095,4.0
442.0,40.771564,-73.815697,4.0
443.0,40.771523,-73.817444,4.0
444.0,40.77129,-73.819122,4.0
445.0,40.770809,-73.822311,4.0
446.0,40.770386,-73.825127,4.0
447.0,40.770199,-73.826408,4.0
448.0,40.76762,-73.827103,4.0
449.0,40.765469,-73.827927,4.0
450.0,40.770252,-73.826645,4.0
451.0,40.764202,-73.828171,4.0
452.0,40.772697,-73.82663,4.0
453.0,40.76366,-73.828217,4.0
454.0,40.762447,-73.831795,4.0
455.0,40.760902,-73.827362,4.0
456.0,40.760376,-73.830704,4.0
457.0,40.764309,-73.825462,4.0
458.0,40.771332,-73.817924,4.0
459.0,40.771461,-73.815453,4.0
460.0,40.771503,-73.813667,4.0
461.0,40.771523,-73.811607,4.0
462.0,40.771526,-73.809631,4.0
463.0,40.771416,-73.80825,4.0
464.0,40.771152,-73.806412,4.0
465.0,40.771053,-73.804039,4.0
466.0,40.771111,-73.802147,4.0
467.0,40.771004,-73.800758,4.0
468.0,40.770786,-73.797958,4.0
469.0,40.770565,-73.795158,4.0
470.0,40.770428,-73.793297,4.0
471.0,40.771805,-73.794235,4.0
472.0,40.772629,-73.795067,4.0
473.0,40.770851,-73.793411,4.0
474.0,40.77343,-73.796143,4.0
475.0,40.768913,-73.791763,4.0
476.0,40.768616,-73.791451,4.0
477.0,40.774689,-73.797928,4.0
478.0,40.769615,-73.789398,4.0
479.0,40.776215,-73.799294,4.0
480.0,40.778023,-73.800827,4.0
481.0,40.780121,-73.802254,4.0
482.0,40.781269,-73.801193,4.0
483.0,40.781727,-73.803314,4.0
484.0,40.782295,-73.800064,4.0
485.0,40.782932,-73.804131,4.0
486.0,40.783234,-73.798904,4.0
487.0,40.784855,-73.796684,4.0
488.0,40.785763,-73.795204,4.0
489.0,40.786308,-73.793335,4.0
490.0,40.787266,-73.791512,4.0
491.0,40.788754,-73.787811,4.0
492.0,40.788742,-73.784569,4.0
493.0,40.788765,-73.783127,4.0
494.0,40.791351,-73.780952,4.0
495.0,40.788715,-73.782074,4.0
496.0,40.78812,-73.780807,4.0
497.0,40.764606,-73.822975,4.0
498.0,40.765087,-73.818993,4.0
499.0,40.76524,-73.816826,4.0
500.0,40.765171,-73.815292,4.0
501.0,40.764862,-73.8125,4.0
502.0,40.76445,-73.810593,4.0
503.0,40.764091,-73.80954,4.0
504.0,40.763561,-73.807861,4.0
505.0,40.762955,-73.806053,4.0
506.0,40.76244,-73.803818,4.0
507.0,40.761089,-73.802589,4.0
508.0,40.762718,-73.801407,4.0
509.0,40.75948,-73.799934,4.0
510.0,40.762836,-73.799477,4.0
511.0,40.762695,-73.7976,4.0
512.0,40.762867,-73.794746,4.0
513.0,40.763134,-73.792816,4.0
514.0,40.763664,-73.789833,4.0
515.0,40.76458,-73.788376,4.0
516.0,40.76646,-73.789696,4.0
517.0,40.762917,-73.785538,4.0
518.0,40.767696,-73.790649,4.0
519.0,40.761158,-73.784912,4.0
520.0,40.770283,-73.787163,4.0
521.0,40.771061,-73.784531,4.0
522.0,40.771828,-73.781952,4.0
523.0,40.772625,-73.780617,4.0
524.0,40.77219,-73.780701,4.0
525.0,40.774803,-73.781525,4.0
526.0,40.770679,-73.779839,4.0
527.0,40.776978,-73.782852,4.0
528.0,40.779049,-73.783051,4.0
529.0,40.781803,-73.783562,4.0
530.0,40.781731,-73.781792,4.0
531.0,40.779938,-73.780724,4.0
532.0,40.78125,-73.778214,4.0
533.0,40.780872,-73.777191,4.0
534.0,40.782295,-73.777031,4.0
535.0,40.72834,-73.822464,4.0
536.0,40.727024,-73.821785,4.0
537.0,40.72501,-73.820747,4.0
538.0,40.722988,-73.819717,4.0
539.0,40.721016,-73.818703,4.0
540.0,40.719692,-73.818024,4.0
541.0,40.717976,-73.817131,4.0
542.0,40.715244,-73.816223,4.0
543.0,40.712864,-73.816971,4.0
544.0,40.709949,-73.818932,4.0
545.0,40.708065,-73.817635,4.0
546.0,40.706776,-73.81675,4.0
547.0,40.704525,-73.814384,4.0
548.0,40.705212,-73.811821,4.0
549.0,40.705601,-73.809532,4.0
550.0,40.703735,-73.808662,4.0
551.0,40.70216,-73.807976,4.0
552.0,40.700676,-73.807571,4.0
553.0,40.701424,-73.804573,4.0
554.0,40.702007,-73.80233,4.0
555.0,40.703632,-73.795181,4.0
556.0,40.704906,-73.793304,4.0
557.0,40.701748,-73.802399,4.0
558.0,40.702126,-73.801033,4.0
559.0,40.702312,-73.800117,4.0
560.0,40.702179,-73.800621,4.0
561.0,40.704128,-73.793381,4.0
562.0,40.7043,-73.792931,4.0
563.0,40.702454,-73.791435,4.0
564.0,40.701576,-73.790459,4.0
565.0,40.703854,-73.793991,4.0
566.0,40.699707,-73.788559,4.0
567.0,40.701538,-73.80265,4.0
568.0,40.698414,-73.78714,4.0
569.0,40.697842,-73.78595,4.0
570.0,40.696743,-73.783928,4.0
571.0,40.695679,-73.782654,4.0
572.0,40.694134,-73.781357,4.0
573.0,40.692596,-73.780106,4.0
574.0,40.691807,-73.778275,4.0
575.0,40.691757,-73.779449,4.0
576.0,40.69236,-73.775955,4.0
577.0,40.689537,-73.777779,4.0
578.0,40.692787,-73.774185,4.0
579.0,40.692989,-73.772324,4.0
580.0,40.692661,-73.77005,4.0
581.0,40.692329,-73.767731,4.0
582.0,40.692196,-73.766785,4.0
583.0,40.691784,-73.763916,4.0
584.0,40.691689,-73.761932,4.0
585.0,40.692055,-73.760651,4.0
586.0,40.692482,-73.759094,4.0
587.0,40.693207,-73.756485,4.0
588.0,40.6936,-73.754814,4.0
589.0,40.694111,-73.753181,4.0
590.0,40.694569,-73.751526,4.0
591.0,40.694981,-73.750122,4.0
592.0,40.695503,-73.748177,4.0
593.0,40.696091,-73.746063,4.0
594.0,40.695965,-73.743225,4.0
595.0,40.69519,-73.740829,4.0
596.0,40.694397,-73.738205,4.0
597.0,40.693516,-73.73558,4.0
598.0,40.692768,-73.732819,4.0
599.0,40.692135,-73.731155,4.0
600.0,40.69125,-73.729568,4.0
601.0,40.690762,-73.727531,4.0
602.0,40.690647,-73.727409,4.0
603.0,40.771725,-73.734749,4.0
604.0,40.770458,-73.735832,4.0
605.0,40.76823,-73.737915,4.0
606.0,40.76722,-73.739067,4.0
607.0,40.765839,-73.741196,4.0
608.0,40.765594,-73.742668,4.0
609.0,40.765472,-73.744209,4.0
610.0,40.764858,-73.746078,4.0
611.0,40.764641,-73.746902,4.0
612.0,40.763187,-73.753189,4.0
613.0,40.76202,-73.758911,4.0
614.0,40.7617,-73.760765,4.0
615.0,40.761272,-73.763382,4.0
616.0,40.760983,-73.765221,4.0
617.0,40.760677,-73.767021,4.0
618.0,40.760277,-73.769318,4.0
619.0,40.759861,-73.771568,4.0
620.0,40.759151,-73.774254,4.0
621.0,40.758446,-73.776871,4.0
622.0,40.757759,-73.779747,4.0
623.0,40.75771,-73.781548,4.0
624.0,40.757793,-73.783356,4.0
625.0,40.758072,-73.786079,4.0
626.0,40.757984,-73.788025,4.0
627.0,40.757931,-73.789864,4.0
628.0,40.757862,-73.792564,4.0
629.0,40.757828,-73.794418,4.0
630.0,40.758327,-73.796158,4.0
631.0,40.758987,-73.797966,4.0
632.0,40.760048,-73.802139,4.0
633.0,40.76041,-73.804398,4.0
634.0,40.760754,-73.806244,4.0
635.0,40.761093,-73.808037,4.0
636.0,40.761398,-73.809898,4.0
637.0,40.761086,-73.812683,4.0
638.0,40.760319,-73.815529,4.0
639.0,40.759724,-73.817734,4.0
640.0,40.758785,-73.821205,4.0
641.0,40.758511,-73.823212,4.0
642.0,40.760929,-73.824936,4.0
643.0,40.760021,-73.828537,4.0
644.0,40.761547,-73.831329,4.0
645.0,40.758987,-73.831779,4.0
646.0,40.749481,-73.757454,4.0
647.0,40.74831,-73.760185,4.0
648.0,40.750851,-73.751587,4.0
649.0,40.747681,-73.762047,4.0
650.0,40.751217,-73.749687,4.0
651.0,40.746964,-73.764679,4.0
652.0,40.746479,-73.766426,4.0
653.0,40.745964,-73.768311,4.0
654.0,40.745483,-73.770065,4.0
655.0,40.744255,-73.774536,4.0
656.0,40.743698,-73.776566,4.0
657.0,40.743172,-73.779167,4.0
658.0,40.742325,-73.782639,4.0
659.0,40.741558,-73.785423,4.0
660.0,40.741035,-73.787315,4.0
661.0,40.666046,-73.735962,4.0
662.0,40.669487,-73.73616,4.0
663.0,40.672466,-73.734322,4.0
664.0,40.67345,-73.733559,4.0
665.0,40.674232,-73.735329,4.0
666.0,40.67498,-73.736649,4.0
667.0,40.673927,-73.731598,4.0
668.0,40.675724,-73.73896,4.0
669.0,40.674259,-73.727959,4.0
670.0,40.676342,-73.740814,4.0
671.0,40.676914,-73.742531,4.0
672.0,40.677513,-73.744247,4.0
673.0,40.678093,-73.745934,4.0
674.0,40.678631,-73.747673,4.0
675.0,40.679165,-73.74942,4.0
676.0,40.679684,-73.75103,4.0
677.0,40.680183,-73.752724,4.0
678.0,40.680298,-73.753868,4.0
679.0,40.680199,-73.755844,4.0
680.0,40.679619,-73.757332,4.0
681.0,40.679161,-73.760246,4.0
682.0,40.680084,-73.762085,4.0
683.0,40.681118,-73.764313,4.0
684.0,40.681667,-73.765411,4.0
685.0,40.682602,-73.767365,4.0
686.0,40.684113,-73.770142,4.0
687.0,40.685551,-73.772591,4.0
688.0,40.685089,-73.766876,4.0
689.0,40.683147,-73.769897,4.0
690.0,40.687317,-73.775085,4.0
691.0,40.685509,-73.765198,4.0
692.0,40.681778,-73.771843,4.0
693.0,40.688637,-73.776718,4.0
694.0,40.690319,-73.77803,4.0
695.0,40.691578,-73.778984,4.0
696.0,40.693329,-73.780357,4.0
697.0,40.694389,-73.781174,4.0
698.0,40.696316,-73.782944,4.0
699.0,40.697052,-73.783958,4.0
700.0,40.69836,-73.786613,4.0
701.0,40.699654,-73.788147,4.0
702.0,40.700779,-73.789337,4.0
703.0,40.70229,-73.790497,4.0
704.0,40.70396,-73.790977,4.0
705.0,40.704163,-73.793724,4.0
706.0,40.702602,-73.799728,4.0
707.0,40.702744,-73.798798,4.0
708.0,40.701683,-73.802475,4.0
709.0,40.702137,-73.801407,4.0
710.0,40.685963,-73.76342,4.0
711.0,40.686543,-73.76104,4.0
712.0,40.687199,-73.759239,4.0
713.0,40.688118,-73.756721,4.0
714.0,40.688751,-73.754997,4.0
715.0,40.689476,-73.752998,4.0
716.0,40.689941,-73.751717,4.0
717.0,40.690372,-73.750542,4.0
718.0,40.691132,-73.748543,4.0
719.0,40.691467,-73.746628,4.0
720.0,40.691166,-73.745621,4.0
721.0,40.690521,-73.743492,4.0
722.0,40.689865,-73.741295,4.0
723.0,40.689323,-73.739517,4.0
724.0,40.688396,-73.73645,4.0
725.0,40.688007,-73.735161,4.0
726.0,40.687496,-73.733482,4.0
727.0,40.686699,-73.73082,4.0
728.0,40.685886,-73.728172,4.0
729.0,40.684372,-73.7285,4.0
730.0,40.6824,-73.729431,4.0
731.0,40.680134,-73.730247,4.0
732.0,40.744072,-73.77594,4.0
733.0,40.745903,-73.77681,4.0
734.0,40.747505,-73.777565,4.0
735.0,40.749096,-73.77832,4.0
