0,1,2
159.0,41.88315899999998,-87.625966
160.0,41.87455959599998,-87.62437371800002
161.0,41.883070800999974,-87.64669494600003
162.0,41.88757700100001,-87.62084300100003
163.0,41.896716000000026,-87.62053000100002
164.0,41.87485809200001,-87.62355113199999
165.0,41.87488285500001,-87.627452818
166.0,41.87315063699998,-87.627365666
167.0,41.87576800099998,-87.625788
168.0,41.876270999999974,-87.62439600099998
169.0,41.873395000000016,-87.62408199999999
170.0,41.88185289400002,-87.64755834900001
171.0,41.87957499999999,-87.62588399999999
172.0,41.89806900000002,-87.62396000000001
173.0,41.881925000000024,-87.62767500000001
174.0,41.879401410000014,-87.62760970199997
175.0,41.883065104000025,-87.64260973400002
176.0,41.88094799999999,-87.62928499999998
177.0,41.87831799999998,-87.62777
178.0,41.883076157999994,-87.62774664900002
179.0,41.87684766699999,-87.627542538
180.0,41.87178683899998,-87.62403400300002
181.0,41.70941598100001,-87.58920781799998
182.0,41.882000000000005,-87.64728000000002
183.0,41.88132547999999,-87.67232303100002
184.0,41.875841072000014,-87.62402408899999
185.0,41.87820800100002,-87.62575199999998
186.0,41.87028779799999,-87.62427082300002
187.0,41.876689999999996,-87.62416000000002
188.0,41.878135000999976,-87.62419299999999
189.0,41.87799699999999,-87.639775999
190.0,41.88191462899999,-87.64283538799998
191.0,41.87808100000001,-87.63286799899998
192.0,41.89773100000002,-87.624234
193.0,41.89943499999998,-87.62400399900002
194.0,41.884285534000014,-87.623620265
195.0,41.708352839999975,-87.58092044099999
196.0,41.77506990699999,-87.58611576200002
197.0,41.77707496599999,-87.58646976699998
198.0,41.778815001,-87.58875199900001
199.0,41.78077774600001,-87.57591279799999
200.0,41.773565340999994,-87.58606618499999
201.0,41.900946999999974,-87.62428399999999
202.0,41.89408100000003,-87.620224001
203.0,41.89104200000003,-87.61537599899998
204.0,41.891025118000016,-87.61314762299997
205.0,41.891692999999975,-87.630945
206.0,41.891862,-87.62000899999998
207.0,41.891917940999974,-87.61798436100003
208.0,41.890852000999985,-87.62008000100002
209.0,41.87812100000002,-87.62946699999998
210.0,41.87814100000003,-87.62789899900002
211.0,41.87956078799999,-87.62924765999998
212.0,41.876644509000016,-87.63084338700003
213.0,41.89339699999999,-87.62255800000003
214.0,41.89194900000001,-87.61539099999999
215.0,41.894833194,-87.77203703800001
216.0,41.894925532,-87.77484320999997
217.0,41.890948389000016,-87.62212367900003
218.0,41.923599034000006,-87.80051573600002
219.0,41.89020499999998,-87.62396900099998
220.0,41.998250514999995,-87.66107458599998
221.0,41.99814792199999,-87.670371236
222.0,41.89176900000001,-87.624034
223.0,41.88207029300003,-87.62929386799999
224.0,41.89269100000001,-87.62432800099998
225.0,41.893193999999994,-87.62408900100002
226.0,41.88470799999999,-87.62938700000001
227.0,41.892499000999976,-87.62285299899997
228.0,41.89479799999998,-87.62410399999999
229.0,41.89653499999997,-87.62413299999997
230.0,41.89428299999997,-87.62436400000001
231.0,41.893295576000014,-87.62664132600003
232.0,41.89088105100001,-87.624325983
233.0,41.89233999999999,-87.62038000000001
234.0,41.893342872000005,-87.62837779900002
235.0,41.892400226999996,-87.62784061899998
236.0,41.89846025000003,-87.622673072
237.0,41.89582302000002,-87.62442248100001
238.0,41.895689000999994,-87.62028500000002
239.0,41.89338038300002,-87.61764992000002
240.0,41.893445000999975,-87.62057800000002
241.0,41.895127,-87.62037499899998
242.0,41.89664499999998,-87.620311001
243.0,41.89015127699997,-87.62810691800001
244.0,41.891823999999986,-87.62252600099998
245.0,41.894960794999974,-87.61767434199999
246.0,41.893540626000004,-87.61783716899998
247.0,41.89683815799998,-87.621708673
248.0,41.89171071300001,-87.61760718099998
249.0,41.78900800100001,-87.63177999999999
250.0,41.78734505900002,-87.63015207400002
251.0,41.89748073800001,-87.62177875700002
252.0,41.706209344,-87.55954514000001
253.0,41.896800368000015,-87.62449336100002
254.0,41.897647000000006,-87.621711001
255.0,41.70470725299998,-87.55971741500002
256.0,41.706457304000025,-87.55945777199997
257.0,41.706322022999984,-87.55522822900002
258.0,41.708308956999986,-87.55956710800001
259.0,41.89674103599998,-87.628022439
260.0,41.89768299999997,-87.62005400100003
261.0,41.898075000000006,-87.617975
262.0,41.898415419,-87.61838872200002
263.0,41.89856800000001,-87.620247
264.0,41.899129000000016,-87.621825
265.0,41.877066789000025,-87.77131794299999
266.0,41.87723808599998,-87.77130269899999
267.0,41.87710989599998,-87.76974452600001
268.0,41.87702418399999,-87.76745055399999
269.0,41.876603649,-87.76459825
270.0,41.876612118000025,-87.76154548599999
271.0,41.87664898600002,-87.759678243
272.0,41.87655196899999,-87.75892544200002
273.0,41.876676799999984,-87.75782934199998
274.0,41.876730380000026,-87.75523998900002
275.0,41.876757286999975,-87.75161217300001
276.0,41.876728576000005,-87.75353528400001
277.0,41.876803929000005,-87.74934028400003
278.0,41.87665130300002,-87.751282559
279.0,41.87668892300002,-87.74701737100003
280.0,41.87682101500002,-87.74713902899998
281.0,41.876763138,-87.74483065999999
282.0,41.87692665499998,-87.74280741199999
283.0,41.876833583999996,-87.74058524499998
284.0,41.87696338400002,-87.73943464799999
285.0,41.876885723999976,-87.73761420800002
286.0,41.87691497200001,-87.735158823
287.0,41.87709449800002,-87.73310614299999
288.0,41.87696299999999,-87.73020000000002
289.0,41.877006596,-87.72780787099998
290.0,41.87713666399998,-87.72579473100001
291.0,41.877168400000016,-87.72332491600002
292.0,41.877210504000004,-87.72104802299998
293.0,41.87632184300003,-87.77410481599998
294.0,41.876239999999996,-87.67607199999998
295.0,41.87637262499999,-87.66949367000001
296.0,41.874109342,-87.67632052599998
297.0,41.872636837000016,-87.67631387799997
298.0,41.87412660299998,-87.676550136
299.0,41.873602000999995,-87.70846099900001
300.0,41.87403699999999,-87.67872899899999
301.0,41.871389663,-87.67627840699998
302.0,41.87740941599998,-87.67635136000001
303.0,41.87391100100001,-87.68144899999999
304.0,41.876409475,-87.66647086500001
305.0,41.876551577999976,-87.66651521
306.0,41.87755265800001,-87.676835401
307.0,41.87395623200001,-87.66674039399999
308.0,41.87736080799999,-87.666837252
309.0,41.875137471000016,-87.676642389
310.0,41.86899322099998,-87.66659906699999
311.0,41.871475089,-87.666675123
312.0,41.878968930999974,-87.666879516
313.0,41.88161330499997,-87.66666667700002
314.0,41.87644665099998,-87.66410017300001
315.0,41.87856984299998,-87.67666754099997
316.0,41.87759,-87.664067999
317.0,41.882091746000015,-87.67656751200002
318.0,41.877634,-87.66165199900001
319.0,41.876575831000025,-87.65680351600002
320.0,41.87775100099998,-87.654338
321.0,41.87661687899998,-87.65440719499998
322.0,41.87780698199998,-87.65169868499999
323.0,41.87668200000002,-87.64940099900002
324.0,41.87784819000001,-87.64946072999999
325.0,41.87788980200003,-87.646966577
326.0,41.87672600000002,-87.64704799999998
327.0,41.87931403900001,-87.64708154599998
328.0,41.87792686400002,-87.64375064699999
329.0,41.87934245500003,-87.64240747000002
330.0,41.877016724999976,-87.71586950099999
331.0,41.93072458900002,-87.64402028799998
332.0,41.93307452900001,-87.644744307
333.0,41.87450948700001,-87.71961416800002
334.0,41.87452995899997,-87.71790508800001
335.0,41.873469,-87.71821600099997
336.0,41.87345699999997,-87.71956499999999
337.0,41.87714182399998,-87.71547719900002
338.0,41.87347436699997,-87.715556446
339.0,41.87449600100001,-87.72258799999997
340.0,41.87454844000001,-87.71579678799998
341.0,41.87354099999999,-87.71332699999999
342.0,41.877305663000016,-87.71365567200002
343.0,41.874376661999975,-87.712390277
344.0,41.873419001,-87.72308699899997
345.0,41.87720815099999,-87.71064668899999
346.0,41.87356599999998,-87.71087999999997
347.0,41.87440285299999,-87.72572980299998
348.0,41.87736936800002,-87.70825806300002
349.0,41.877395190000016,-87.70627811499998
350.0,41.87728800000002,-87.703323001
351.0,41.877318,-87.70086700000002
352.0,41.87733637299999,-87.698768438
353.0,41.87749584699998,-87.69648346899999
354.0,41.877525026,-87.694032316
355.0,41.87742359600003,-87.691657529
356.0,41.877558936000014,-87.69097076999998
357.0,41.877590708000014,-87.68868466700002
358.0,41.877610457,-87.68662143300003
359.0,41.87749600000001,-87.683651999
360.0,41.877672545999985,-87.68167999500002
361.0,41.877543980999974,-87.678822174
362.0,41.87632903000002,-87.67187646600001
363.0,41.87748733000001,-87.67103730999997
364.0,41.87755466599998,-87.66689064799999
365.0,41.876498454,-87.66222177899999
366.0,41.87652759299999,-87.65969830300003
367.0,41.87768499700002,-87.659587026
368.0,41.87772930900002,-87.656779164
369.0,41.87805100000003,-87.63540099900001
370.0,41.87872446199998,-87.63216610699999
371.0,41.879503107999994,-87.63242920200003
372.0,41.80883902199997,-87.59158851000001
373.0,41.77340329499998,-87.57534460099998
374.0,41.86614500000002,-87.60785299999998
375.0,41.791666409000015,-87.58353244
376.0,41.77315423499999,-87.57657822800002
377.0,41.99813048200002,-87.66022550000002
378.0,41.879472194000016,-87.63110449599998
379.0,41.94005027700001,-87.649128916
380.0,41.881838001000006,-87.63226500000002
381.0,41.940021348000016,-87.65107532000002
382.0,41.94021911200002,-87.64876851100001
383.0,41.940134607999994,-87.64187132199999
384.0,41.94128406300001,-87.63966993600002
385.0,41.87592700099998,-87.62915400000003
386.0,41.862082999999984,-87.62744199899998
387.0,41.87803546499998,-87.62920125099998
388.0,41.893186000000014,-87.627992
389.0,41.87440400000003,-87.630589999
390.0,41.87906800000002,-87.63086700100001
391.0,41.888360999999975,-87.624931
392.0,41.88805620199997,-87.62445143299999
393.0,41.890836901,-87.623993472
394.0,41.97003139499998,-87.76215931299998
395.0,41.96984926499999,-87.76185024699998
396.0,41.97066968399997,-87.763368749
397.0,42.054878342999984,-87.797903448
398.0,42.00772951599998,-87.82679661399999
399.0,41.969099777,-87.649744263
400.0,41.96900846,-87.76184809199998
401.0,41.967715913000006,-87.76723167300003
402.0,41.96835742799999,-87.76102642699999
403.0,41.971141707000015,-87.76359735900002
404.0,41.98659399500002,-87.808270575
405.0,41.970524652999984,-87.76349105899999
406.0,42.01026746500003,-87.83137059299997
407.0,41.96919200000002,-87.65035099900001
408.0,41.96779040400003,-87.76028066499998
409.0,41.967716309000025,-87.76069066600002
410.0,41.96780100000001,-87.77006899999998
411.0,41.96758031600001,-87.762293736
412.0,41.975072254999986,-87.76540746900002
413.0,41.97400167000001,-87.766499394
414.0,41.974613870999974,-87.76700708300001
415.0,41.98744438199998,-87.81020980599999
416.0,41.969737904,-87.76505003900002
417.0,41.975799300000006,-87.76971725200002
418.0,41.97475481599997,-87.766732305
419.0,41.97644309399999,-87.76826990699999
420.0,41.97509500000001,-87.76286499999998
421.0,41.97931299999999,-87.768485
422.0,41.97512599999999,-87.760382999
423.0,41.97526400100003,-87.75766800100001
424.0,41.975315808999994,-87.755151007
425.0,41.97522995200001,-87.75135779099998
426.0,41.97525353899999,-87.749366888
427.0,41.97526249499998,-87.748219619
428.0,41.97529999599999,-87.74569986199998
429.0,41.975330848,-87.74440224199998
430.0,41.97544356399999,-87.74082865700001
431.0,41.97548306599998,-87.738211471
432.0,41.97539579300002,-87.73570325100002
433.0,41.97539629400001,-87.73447121999999
434.0,41.97554205,-87.733388499
435.0,41.975600106,-87.72934583900002
436.0,41.97543367600002,-87.72933770200001
437.0,41.97559289399999,-87.72805667099999
438.0,41.975505,-87.72469700099998
439.0,41.975526,-87.71978000000001
440.0,41.975517000000025,-87.72124199899997
441.0,41.97558270000002,-87.71792226100001
442.0,41.97560600000003,-87.71609800099998
443.0,41.97562818900002,-87.71324366800002
444.0,41.977439000000004,-87.71352199900002
445.0,41.979442000999995,-87.713709999
446.0,41.97537775400002,-87.71364344800003
447.0,41.981111999999996,-87.71360899899997
448.0,41.98308400100001,-87.71380900000003
449.0,41.975660000000005,-87.71122300000002
450.0,41.972799038999995,-87.71355481799998
451.0,41.984898999999984,-87.71388499900002
452.0,41.97582525199999,-87.70844946199998
453.0,42.047122703000014,-87.68474363399997
454.0,41.99777144500001,-87.71163039800001
455.0,41.96848388000001,-87.710795561
456.0,41.980593306,-87.70877572400002
457.0,41.97198080700002,-87.7084903
458.0,41.97381075999999,-87.70854312400002
459.0,42.04865955299999,-87.684688214
460.0,42.04711274099998,-87.68660985100001
461.0,42.04709413699999,-87.683327303
462.0,41.99448333599997,-87.71366766199998
463.0,41.992514476999986,-87.71103973800001
464.0,41.99415799500002,-87.71402696400003
465.0,42.01157384800001,-87.71169225400001
466.0,41.997866120000026,-87.70952663100002
467.0,41.96835311500001,-87.712296251
468.0,41.97019309699999,-87.70840376299998
469.0,41.96833126299998,-87.7130492
470.0,41.968532487000004,-87.70829350100001
471.0,42.004704686000025,-87.71172619599997
472.0,41.97586864800002,-87.70726173100002
473.0,41.99047014400003,-87.71078294
474.0,41.99028091600002,-87.70749485300001
475.0,41.968779601999984,-87.708398891
476.0,41.97561421400002,-87.708590668
477.0,41.97575407199997,-87.70593015999998
478.0,41.99020581000002,-87.71415477300002
479.0,41.99051413699999,-87.70520093599998
480.0,41.975659095000026,-87.70279616300002
481.0,41.975899792999996,-87.70143065100001
482.0,41.97575001000001,-87.69873942100003
483.0,41.97602575500002,-87.69884182499999
484.0,41.975914988,-87.69635993999998
485.0,41.97756900000002,-87.69890400000003
486.0,41.97589699100001,-87.693978146
487.0,41.97593319399999,-87.69263147200002
488.0,41.975958134999985,-87.68950849499998
489.0,41.97590346700002,-87.68682603000002
490.0,41.97600669799999,-87.68417580699997
491.0,41.976042259999986,-87.68180995199998
492.0,41.975959854999985,-87.67956873899999
493.0,41.97613067200001,-87.67623628299998
494.0,41.97616267199999,-87.674272283
495.0,41.975856932,-87.67949793399998
496.0,41.97606971099998,-87.67215104500002
497.0,41.97462100000001,-87.67926400099998
498.0,41.976098243000024,-87.66985092300001
499.0,41.97790199999997,-87.66957400000001
500.0,41.976256234000004,-87.66823166199998
501.0,41.97626600000001,-87.66973200000001
502.0,41.97630600999997,-87.66500276699998
503.0,41.97622999999999,-87.66231999899998
504.0,41.976397867,-87.65962001999998
505.0,41.97811113099999,-87.65889555500002
506.0,41.97814838599999,-87.65632167799998
507.0,41.97809322699999,-87.65930410200002
508.0,41.976335000000006,-87.65475500100001
509.0,41.97801193700002,-87.65512909
510.0,41.976118067000016,-87.65996980400001
511.0,41.97649973199998,-87.65257446700002
512.0,41.976620001000015,-87.65489600000001
513.0,41.980102999999986,-87.65501899899999
514.0,41.975258354000005,-87.65163760399997
515.0,42.01896554799998,-87.67316244400001
516.0,41.89653382099999,-87.63136266700002
517.0,41.97545100000002,-87.65489699900002
518.0,41.98359400099997,-87.65511299999997
519.0,41.978298818999974,-87.65981120100002
520.0,41.98170299999998,-87.659941
521.0,41.975125142000024,-87.65970843500003
522.0,41.980127503999995,-87.66010076999999
523.0,41.706956606000006,-87.65616492100003
524.0,41.70975274800003,-87.657392292
525.0,41.70982065599998,-87.65759041799998
526.0,41.70486186699998,-87.656660359
527.0,41.711298,-87.65810300099997
528.0,41.703187222,-87.65745312000001
529.0,41.70666855799999,-87.655960166
530.0,41.71596515300001,-87.66075265199999
531.0,41.69932670999998,-87.65869380599997
532.0,41.708551254999975,-87.655287332
533.0,41.713589222999985,-87.65952324400001
534.0,41.71896956699999,-87.66220557499997
535.0,41.719079479000015,-87.662077496
536.0,41.71743333799998,-87.661386381
537.0,41.720590399,-87.66298034099998
538.0,41.72137901299999,-87.66284023700001
539.0,41.724767396999994,-87.66263406299998
540.0,41.728668958000014,-87.66272380499998
541.0,41.72310122800002,-87.66282833100001
542.0,41.73563841999999,-87.66291459199999
543.0,41.732225846000006,-87.66309013
544.0,41.74324657699998,-87.663400034
545.0,41.73951660900002,-87.66328725800003
546.0,41.746924751999984,-87.66321660400001
547.0,41.745006794999995,-87.66343297700001
548.0,41.750232126000014,-87.663283503
549.0,41.74859080499999,-87.663498511
550.0,41.95429811600002,-87.65461108599999
551.0,41.753825000000006,-87.66345100000001
552.0,41.95441854500001,-87.65468804300002
553.0,41.95381159200002,-87.65445705600001
554.0,41.956674866000014,-87.65453268800002
555.0,41.755927480000025,-87.66370352899997
556.0,41.75919105600002,-87.66376316899999
557.0,41.761366001,-87.66375
558.0,41.954599230999975,-87.65200367900002
559.0,41.76835705100001,-87.66401195399999
560.0,41.76477885000003,-87.66364072599998
561.0,41.95303619399999,-87.64495879399999
562.0,41.766655962000016,-87.66370658
563.0,41.772399500000006,-87.663890041
564.0,41.778865171999996,-87.66404863100001
565.0,41.77575594000001,-87.66401251799999
566.0,41.77411853699999,-87.664200623
567.0,41.78297691099999,-87.66418149399999
568.0,41.779249273999994,-87.66436374900002
569.0,41.77937015100002,-87.66441800400003
570.0,41.77947273900003,-87.66649763800001
571.0,41.78702590199998,-87.66425815999997
572.0,41.779412745,-87.66384994700002
573.0,41.779297000999975,-87.66882399999997
574.0,41.79025298900001,-87.66434247000001
575.0,41.79414887299998,-87.66443237800001
576.0,41.797598902999994,-87.66454744100002
577.0,41.80144204499999,-87.66492261799999
578.0,41.799391000000014,-87.66459999900002
579.0,41.80504055900002,-87.664996277
580.0,41.809001138999975,-87.66483748399997
581.0,41.80651174799999,-87.66504318599999
582.0,41.81592122500001,-87.665232678
583.0,41.810384543,-87.66483135800001
584.0,41.812026548999995,-87.66518658199999
585.0,41.81780933800002,-87.66526503300003
586.0,41.823426213000005,-87.66526481300002
587.0,41.82703305899997,-87.665353789
588.0,41.83063180099998,-87.665713063
589.0,41.83439832200003,-87.66551944999998
590.0,41.839103217,-87.66525539499997
591.0,41.837784277000026,-87.665897519
592.0,41.85256757500002,-87.665868671
593.0,41.839957441000024,-87.661240169
594.0,41.83739837899998,-87.66600390999997
595.0,41.843253421999975,-87.66570190499999
596.0,41.84779163100001,-87.66580999000001
597.0,41.85248367600002,-87.66617293000002
598.0,41.84082018800001,-87.65945200099998
599.0,41.83798903000002,-87.65916094900001
600.0,41.83931302899998,-87.662982145
601.0,41.831035887999974,-87.628858966
602.0,41.847511456999996,-87.66607416199997
603.0,41.855909139000005,-87.66596390299998
604.0,41.85759478799997,-87.66626737500002
605.0,41.855148284999984,-87.66618898899998
606.0,41.86315748099997,-87.66616126500003
607.0,41.867108848999976,-87.66655179000003
608.0,41.86163131500001,-87.66611775299998
609.0,41.88521990100003,-87.66677248600001
610.0,41.88744076099999,-87.66688295199998
611.0,41.88509499999998,-87.66704900000002
612.0,41.89117641600001,-87.66702655300003
613.0,41.886986518000015,-87.66727504699998
614.0,41.896279177,-87.66714744299998
615.0,41.893433347999974,-87.66733942600001
616.0,41.903733999999986,-87.66736500000002
617.0,41.899870598999996,-87.66726668299998
618.0,41.90351036800001,-87.66765752600003
619.0,41.90711357499998,-87.667477497
620.0,41.91079268300001,-87.66754012400003
621.0,41.917828000999975,-87.667794001
622.0,41.91630396099998,-87.66793247999999
623.0,41.91905200000002,-87.668386811
624.0,41.92530860699998,-87.66800761299999
625.0,41.92136043199997,-87.668471023
626.0,41.92884948699998,-87.66840601199999
627.0,41.93217229200002,-87.66852706399999
628.0,41.93595790799998,-87.668629684
629.0,41.94003571899998,-87.66879879700002
630.0,41.94316891300002,-87.66861633799999
631.0,41.947219346,-87.66871516399999
632.0,41.95055400000001,-87.66888
633.0,41.954090956000016,-87.669172323
634.0,41.95438999999999,-87.66728199900001
635.0,41.976105786000005,-87.68901483600001
636.0,41.954497335999974,-87.66243285600001
637.0,41.95418343699998,-87.66925596200002
638.0,41.954273598999976,-87.66434190400003
639.0,41.95445297600003,-87.66207279899999
640.0,41.97294440799999,-87.68890281900002
641.0,41.977867179999976,-87.68911810899999
642.0,41.96835623800001,-87.68907107799998
643.0,41.978517291,-87.68952073399998
644.0,41.956424045000006,-87.66340584099999
645.0,41.95352445999998,-87.661676871
646.0,41.95414882099999,-87.671572508
647.0,41.95731191200002,-87.66392910799999
648.0,41.95255562800003,-87.66071612299999
649.0,41.95991253300002,-87.665382873
650.0,41.954380989000015,-87.657036532
651.0,41.954523268,-87.65643438199999
652.0,41.952871103999996,-87.654423673
653.0,41.955627005,-87.654688518
654.0,41.95457655500002,-87.64547931300001
655.0,41.950428835000025,-87.644491319
656.0,41.952057767999975,-87.64511379200002
657.0,41.97959573000003,-87.68940327799999
658.0,41.96605186099998,-87.688551572
659.0,41.970333143000005,-87.68916987099999
660.0,41.96661020099998,-87.68898665299997
661.0,41.89903800000002,-87.62978500000003
662.0,41.897896,-87.629748001
663.0,41.89649400000002,-87.62967900000001
664.0,41.89474000000001,-87.629637
665.0,41.893122000000005,-87.62959999999998
666.0,41.89182695599999,-87.62955507599997
667.0,41.88993758100003,-87.62950028799997
668.0,41.88809199999997,-87.62945399900002
669.0,41.89158100100002,-87.62794899900001
670.0,41.886183571000004,-87.62939634999998
671.0,41.88835,-87.628172
672.0,41.88589300000001,-87.62805299899998
673.0,41.89081884299998,-87.62774465199999
674.0,41.88550099999998,-87.63103899999999
675.0,41.88427740100002,-87.63102859399999
676.0,41.88931763800002,-87.63114870200002
677.0,41.876938999000004,-87.63097525699999
678.0,41.87474300100001,-87.62913099999997
679.0,41.875374572,-87.63301920499998
680.0,41.87692095800003,-87.63260279500003
681.0,41.87250511000002,-87.62905098499999
682.0,41.872056455999996,-87.627665692
683.0,41.872091001,-87.63052499899999
684.0,41.86003300099998,-87.62715500000002
685.0,41.869159674,-87.627326429
686.0,41.867169123,-87.630354012
687.0,41.881380895999996,-87.63097160000001
688.0,41.89175,-87.63119700099998
689.0,41.89472903500001,-87.631287789
690.0,41.89986677500002,-87.63100262400002
